Entity,Code,Year,Oil Production - Tonnes
Congo,COG,1990,93.37727000000001
Congo,COG,1991,93.66802000000001
Congo,COG,1992,100.45994
Congo,COG,1993,110.92694000000002
Congo,COG,1994,111.20606000000002
Congo,COG,1995,107.77521000000002
Congo,COG,1996,120.47517000000003
Congo,COG,1997,134.74518
Congo,COG,1998,158.15637
Congo,COG,1999,159.6448950141249
Congo,COG,2000,157.21275625365257
Congo,COG,2001,145.88966091954
Congo,COG,2002,140.12759407266728
Congo,COG,2003,128.0038911698809
Congo,COG,2004,133.39854699006383
Congo,COG,2005,146.15800700920963
Congo,COG,2006,165.1391090720632
Congo,COG,2007,133.55975789584528
Congo,COG,2008,141.85996130683804
Congo,COG,2009,163.89842712373357
Congo,COG,2010,186.56550081299918
Congo,COG,2011,178.15217820587367
Congo,COG,2012,165.62729470330197
Congo,COG,2013,143.32234484855402
Congo,COG,2014,149.92777194730218
Congo,COG,2015,138.7888283906825
Congo,COG,2016,138.2570851864404
Congo,COG,2017,160.49628329096026
Congo,COG,2018,196.91171877118617
Congo,COG,2019,202.02844240113058
Denmark,DNK,1972,1.1366034712950606
Denmark,DNK,1973,1.7002469959946558
Denmark,DNK,1974,1.1334979973297727
Denmark,DNK,1975,1.7002469959946558
Denmark,DNK,1976,2.273206942590121
Denmark,DNK,1977,5.667489986648865
Denmark,DNK,1978,4.533991989319093
Denmark,DNK,1979,4.533991989319093
Denmark,DNK,1980,3.409810413885175
Denmark,DNK,1981,8.501234979973301
Denmark,DNK,1982,19.269465954606165
Denmark,DNK,1983,24.370206942590087
Denmark,DNK,1984,26.71018157543386
Denmark,DNK,1985,34.00493991989323
Denmark,DNK,1986,41.939425901201574
Denmark,DNK,1987,52.707656875834466
Denmark,DNK,1988,54.55696662216288
Denmark,DNK,1989,63.47588785046735
Denmark,DNK,1990,68.57662883845127
Denmark,DNK,1991,80.47835781041391
Denmark,DNK,1992,89.22337249666215
Denmark,DNK,1993,95.21383177570097
Denmark,DNK,1994,104.848564753004
Denmark,DNK,1995,105.41531375166893
Denmark,DNK,1996,118.2067610146868
Denmark,DNK,1997,130.35226969292384
Denmark,DNK,1998,134.88626168224303
Denmark,DNK,1999,169.4579506008005
Denmark,DNK,2000,206.2935300400532
Denmark,DNK,2001,197.2286515353809
Denmark,DNK,2002,210.26387850467233
Denmark,DNK,2003,208.56363150867836
Denmark,DNK,2004,221.63767690253692
Denmark,DNK,2005,215.3507329
Denmark,DNK,2006,195.83361580000002
Denmark,DNK,2007,176.41371387
Denmark,DNK,2008,163.23248121000003
Denmark,DNK,2009,150.06108753
Denmark,DNK,2010,141.38097888000001
Denmark,DNK,2011,127.2394106
Denmark,DNK,2012,116.06729533000001
Denmark,DNK,2013,100.98219678
Denmark,DNK,2014,94.55665667000001
Denmark,DNK,2015,89.43251356
Denmark,DNK,2016,80.53046962
Denmark,DNK,2017,78.35092621000001
Denmark,DNK,2018,65.67300506000001
Denmark,DNK,2019,58.35043141999999
Ecuador,ECU,1965,4.98672540381792
Ecuador,ECU,1966,4.363384728340681
Ecuador,ECU,1967,3.740044052863431
Ecuador,ECU,1968,3.125242290748894
Ecuador,ECU,1969,2.493362701908954
Ecuador,ECU,1970,2.493362701908954
Ecuador,ECU,1971,2.493362701908954
Ecuador,ECU,1972,48.753779735682855
Ecuador,ECU,1973,130.27820117474343
Ecuador,ECU,1974,110.33129955947133
Ecuador,ECU,1975,100.35784875183552
Ecuador,ECU,1976,117.50911013215918
Ecuador,ECU,1977,114.43728757785202
Ecuador,ECU,1978,126.64670437743716
Ecuador,ECU,1979,134.126792483164
Ecuador,ECU,1980,128.24377856600287
Ecuador,ECU,1981,132.25677045673172
Ecuador,ECU,1982,132.25677045673172
Ecuador,ECU,1983,149.08696869461772
Ecuador,ECU,1984,162.16395139966576
Ecuador,ECU,1985,177.04700067117338
Ecuador,ECU,1986,184.52708877690026
Ecuador,ECU,1987,109.19316546407413
Ecuador,ECU,1988,191.90817548443016
Ecuador,ECU,1989,177.24584634665004
Ecuador,ECU,1990,180.52964801407646
Ecuador,ECU,1991,189.62236143627527
Ecuador,ECU,1992,203.00979046999885
Ecuador,ECU,1993,217.78123908830875
Ecuador,ECU,1994,239.59816273001155
Ecuador,ECU,1995,244.21894416831196
Ecuador,ECU,1996,243.3798383433084
Ecuador,ECU,1997,245.20822880930723
Ecuador,ECU,1998,237.7281407035804
Ecuador,ECU,1999,236.48145935262588
Ecuador,ECU,2000,251.12022291508447
Ecuador,ECU,2001,254.79748681578795
Ecuador,ECU,2002,245.08143271811247
Ecuador,ECU,2003,261.28829028052064
Ecuador,ECU,2004,329.509382090232
Ecuador,ECU,2005,332.3491272849259
Ecuador,ECU,2006,334.64278251298794
Ecuador,ECU,2007,319.313873531035
Ecuador,ECU,2008,316.20746285381597
Ecuador,ECU,2009,303.716442997114
Ecuador,ECU,2010,303.7296931705357
Ecuador,ECU,2011,311.79193279122927
Ecuador,ECU,2012,315.1510605743396
Ecuador,ECU,2013,328.4635279202459
Ecuador,ECU,2014,346.9226857552487
Ecuador,ECU,2015,338.5331172563292
Ecuador,ECU,2016,342.771469459985
Ecuador,ECU,2017,331.18873808359785
Ecuador,ECU,2018,322.41651112902895
Ecuador,ECU,2019,330.9957485127419
Egypt,EGY,1965,75.33914
Egypt,EGY,1966,72.76891
Egypt,EGY,1967,64.90703
Egypt,EGY,1968,99.75051
Egypt,EGY,1969,142.99085
Egypt,EGY,1970,190.77852000000001
Egypt,EGY,1971,173.89176
Egypt,EGY,1972,124.67360000000002
Egypt,EGY,1973,98.61077
Egypt,EGY,1974,86.67839
Egypt,EGY,1975,136.46642000000003
Egypt,EGY,1976,193.17430000000002
Egypt,EGY,1977,243.067
Egypt,EGY,1978,292.95970000000005
Egypt,EGY,1979,304.00820000000004
Egypt,EGY,1980,346.3414
Egypt,EGY,1981,373.92776000000003
Egypt,EGY,1982,387.44182
Egypt,EGY,1983,423.6809
Egypt,EGY,1984,486.5526800000001
Egypt,EGY,1985,524.1292100000001
Egypt,EGY,1986,478.40005
Egypt,EGY,1987,537.87587
Egypt,EGY,1988,514.44142
Egypt,EGY,1989,517.7792300000001
Egypt,EGY,1990,529.15337
Egypt,EGY,1991,528.2113400000001
Egypt,EGY,1992,534.80555
Egypt,EGY,1993,552.73901
Egypt,EGY,1994,540.76011
Egypt,EGY,1995,541.81844
Egypt,EGY,1996,524.2804
Egypt,EGY,1997,509.30096000000003
Egypt,EGY,1998,499.64806
Egypt,EGY,1999,481.02843000000007
Egypt,EGY,2000,452.6054481916169
Egypt,EGY,2001,437.2890794311382
Egypt,EGY,2002,433.1077880119764
Egypt,EGY,2003,431.1529312574855
Egypt,EGY,2004,405.1968381940124
Egypt,EGY,2005,385.73548311377186
Egypt,EGY,2006,385.67053166692256
Egypt,EGY,2007,393.2103000000001
Egypt,EGY,2008,403.0303377245505
Egypt,EGY,2009,410.0738
Egypt,EGY,2010,407.3989
Egypt,EGY,2011,402.38626984869114
Egypt,EGY,2012,403.864393666876
Egypt,EGY,2013,399.61904586354245
Egypt,EGY,2014,408.6804944458888
Egypt,EGY,2015,412.06253
Egypt,EGY,2016,393.50105
Egypt,EGY,2017,374.23014000000006
Egypt,EGY,2018,397.661692665198
Egypt,EGY,2019,390.19225436422005
Equatorial Guinea,GNQ,1992,1.1551099050203526
Equatorial Guinea,GNQ,1993,2.8798846675712384
Equatorial Guinea,GNQ,1994,2.8798846675712384
Equatorial Guinea,GNQ,1995,4.031838534599728
Equatorial Guinea,GNQ,1996,9.818434192673003
Equatorial Guinea,GNQ,1997,34.55861601085477
Equatorial Guinea,GNQ,1998,47.80608548168247
Equatorial Guinea,GNQ,1999,57.59769335142465
Equatorial Guinea,GNQ,2000,66.2560087891265
Equatorial Guinea,GNQ,2001,108.7990635498058
Equatorial Guinea,GNQ,2002,129.11416722032445
Equatorial Guinea,GNQ,2003,147.959040114864
Equatorial Guinea,GNQ,2004,192.61258509334218
Equatorial Guinea,GNQ,2005,203.15892813536252
Equatorial Guinea,GNQ,2006,200.56953477955946
Equatorial Guinea,GNQ,2007,206.1971622473258
Equatorial Guinea,GNQ,2008,204.46302641923634
Equatorial Guinea,GNQ,2009,181.91011862901797
Equatorial Guinea,GNQ,2010,168.11338058641576
Equatorial Guinea,GNQ,2011,164.84420897249598
Equatorial Guinea,GNQ,2012,176.35040913034524
Equatorial Guinea,GNQ,2013,153.92012817352986
Equatorial Guinea,GNQ,2014,154.43757739914906
Equatorial Guinea,GNQ,2015,141.24665451375495
Equatorial Guinea,GNQ,2016,121.15447347581089
Equatorial Guinea,GNQ,2017,104.27721628212946
Equatorial Guinea,GNQ,2018,101.151952984467
Equatorial Guinea,GNQ,2019,95.3040650656578
Europe,,1965,453.63978000000003
Europe,,1966,460.85038000000003
Europe,,1967,475.85308
Europe,,1968,482.86597
Europe,,1969,488.97172
Europe,,1970,488.33207
Europe,,1971,484.07294010695193
Europe,,1972,501.80468288305923
Europe,,1973,504.6919008997383
Europe,,1974,507.45587195454874
Europe,,1975,608.6303303649792
Europe,,1976,778.1524246966013
Europe,,1977,1079.136018435847
Europe,,1978,1296.8672416684592
Europe,,1979,1596.6870378843182
Europe,,1980,1667.4840615150565
Europe,,1981,1757.5990474257737
Europe,,1982,1955.7518803879202
Europe,,1983,2194.7798977172624
Europe,,1984,2380.026338585691
Europe,,1985,2527.253889326475
Europe,,1986,2571.8604240377317
Europe,,1987,2618.4284433768894
Europe,,1988,2593.985401546858
Europe,,1989,2527.885562430846
Europe,,1990,2595.1598377058103
Europe,,1991,2724.6314859736744
Europe,,1992,2900.3769931967636
Europe,,1993,3035.5725647408026
Europe,,1994,3524.7891738572835
Europe,,1995,3665.564016864647
Europe,,1996,3851.3584726980866
Europe,,1997,3851.1966721806302
Europe,,1998,3818.0387688345804
Europe,,1999,3878.548691184703
Europe,,2000,3900.746635780681
Europe,,2001,3792.136833604229
Europe,,2002,3768.4692192006205
Europe,,2003,3606.6784003489925
Europe,,2004,3450.6280103324125
Europe,,2005,3175.247908979564
Europe,,2006,2935.732634073793
Europe,,2007,2792.5417707409893
Europe,,2008,2658.896068745111
Europe,,2009,2511.029080237661
Europe,,2010,2323.403438061244
Europe,,2011,2119.8127186483084
Europe,,2012,1947.8467600965216
Europe,,2013,1847.4246066390378
Europe,,2014,1856.1040266977302
Europe,,2015,1935.7946628724042
Europe,,2016,1950.4439168352067
Europe,,2017,1917.2325983119115
Europe,,2018,1897.6010442897516
Europe,,2019,1835.2239522522805
Europe (other),,1965,277.06149000000005
Europe (other),,1966,286.36549
Europe (other),,1967,298.2862400000001
Europe (other),,1968,305.55499000000003
Europe (other),,1969,311.93986
Europe (other),,1970,309.98602
Europe (other),,1971,298.56536
Europe (other),,1972,296.14632000000006
Europe (other),,1973,297.42562000000004
Europe (other),,1974,296.30914
Europe (other),,1975,292.85503
Europe (other),,1976,285.0513
Europe (other),,1977,276.16598
Europe (other),,1978,280.7482
Europe (other),,1979,292.11071
Europe (other),,1980,277.4918
Europe (other),,1981,267.51326
Europe (other),,1982,279.84105999999997
Europe (other),,1983,301.6822
Europe (other),,1984,303.69419000000005
Europe (other),,1985,394.57101
Europe (other),,1986,397.96697000000006
Europe (other),,1987,385.84851000000003
Europe (other),,1988,374.91630999999995
Europe (other),,1989,361.16965000000005
Europe (other),,1990,356.99448
Europe (other),,1991,359.52982000000003
Europe (other),,1992,340.01468000000006
Europe (other),,1993,313.30057
Europe (other),,1994,314.80084000000005
Europe (other),,1995,298.15831
Europe (other),,1996,282.42292000000003
Europe (other),,1997,268.956543
Europe (other),,1998,259.185017
Europe (other),,1999,241.41200448
Europe (other),,2000,239.96998915
Europe (other),,2001,238.61465221000003
Europe (other),,2002,247.32630142000002
Europe (other),,2003,250.06877172000003
Europe (other),,2004,245.41992345000003
Europe (other),,2005,233.03868499560002
Europe (other),,2006,228.31026287000003
Europe (other),,2007,227.63511070333334
Europe (other),,2008,216.57816838666653
Europe (other),,2009,204.36533325333346
Europe (other),,2010,196.09001498888887
Europe (other),,2011,193.65768188333374
Europe (other),,2012,194.23783351666677
Europe (other),,2013,199.07356884777795
Europe (other),,2014,196.78246086666684
Europe (other),,2015,192.2574171307759
Europe (other),,2016,181.79465040086345
Europe (other),,2017,174.66413829732994
Europe (other),,2018,177.2318332520225
Europe (other),,2019,171.86630392458568
Gabon,GAB,1965,14.71195
Gabon,GAB,1966,16.828609999999998
Gabon,GAB,1967,40.06535
Gabon,GAB,1968,53.974830000000004
Gabon,GAB,1969,58.46401000000001
Gabon,GAB,1970,63.069489999999995
Gabon,GAB,1971,67.39585000000001
Gabon,GAB,1972,73.30389000000001
Gabon,GAB,1973,88.35311000000002
Gabon,GAB,1974,118.64926000000001
Gabon,GAB,1975,131.59345
Gabon,GAB,1976,131.69812000000002
Gabon,GAB,1977,131.03521000000003
Gabon,GAB,1978,123.278
Gabon,GAB,1979,113.95074000000001
Gabon,GAB,1980,103.44885000000001
Gabon,GAB,1981,88.99276
Gabon,GAB,1982,90.62096000000001
Gabon,GAB,1983,91.51647
Gabon,GAB,1984,101.52990000000001
Gabon,GAB,1985,100.32038
Gabon,GAB,1986,96.47085
Gabon,GAB,1987,89.88827
Gabon,GAB,1988,103.41396000000002
Gabon,GAB,1989,118.94001000000002
Gabon,GAB,1990,156.92359000000002
Gabon,GAB,1991,171.05404000000001
Gabon,GAB,1992,168.07676
Gabon,GAB,1993,177.04349
Gabon,GAB,1994,195.81431
Gabon,GAB,1995,206.50228
Gabon,GAB,1996,212.2475
Gabon,GAB,1997,211.59622000000005
Gabon,GAB,1998,195.94224
Gabon,GAB,1999,197.41925000000003
Gabon,GAB,2000,160.71355403556763
Gabon,GAB,2001,152.14458276333843
Gabon,GAB,2002,148.66035567715483
Gabon,GAB,2003,159.1130369357045
Gabon,GAB,2004,158.96666757865944
Gabon,GAB,2005,156.98190943843997
Gabon,GAB,2006,140.49570827565023
Gabon,GAB,2007,142.59536158823576
Gabon,GAB,2008,139.50262575759265
Gabon,GAB,2009,139.94996217305052
Gabon,GAB,2010,135.4173892270864
Gabon,GAB,2011,137.21002406292777
Gabon,GAB,2012,128.77348205745577
Gabon,GAB,2013,123.92524688782512
Gabon,GAB,2014,122.47348560191527
Gabon,GAB,2015,124.00364199726457
Gabon,GAB,2016,128.4875749740087
Gabon,GAB,2017,121.98627451436393
Gabon,GAB,2018,112.33554619015047
Gabon,GAB,2019,126.59358413132641
India,IND,1965,35.14586
India,IND,1966,54.044610000000006
India,IND,1967,65.90721
India,IND,1968,68.07039
India,IND,1969,78.18849
India,IND,1970,79.18867
India,IND,1971,83.56155
India,IND,1972,85.74799
India,IND,1973,83.71274
India,IND,1974,87.10870000000001
India,IND,1975,96.33129
India,IND,1976,100.70416999999999
India,IND,1977,118.45155000000001
India,IND,1978,131.08173
India,IND,1979,149.31757000000002
India,IND,1980,109.31036999999999
India,IND,1981,174.15925000000001
India,IND,1982,231.21603000000002
India,IND,1983,294.89028
India,IND,1984,327.89622
India,IND,1985,351.24926
India,IND,1986,367.76386
India,IND,1987,356.85492000000005
India,IND,1988,375.48618000000005
India,IND,1989,400.64187
India,IND,1990,397.40873
India,IND,1991,374.2534
India,IND,1992,339.43318000000005
India,IND,1993,324.18625000000003
India,IND,1994,376.55614
India,IND,1995,426.20461
India,IND,1996,404.724
India,IND,1997,413.85355000000004
India,IND,1998,403.50285
India,IND,1999,402.5608200000001
India,IND,2000,397.32732000000004
India,IND,2001,397.47851
India,IND,2002,409.86446
India,IND,2003,411.5624400000001
India,IND,2004,422.57605000000007
India,IND,2005,406.17775
India,IND,2006,419.20335000000006
India,IND,2007,423.80883000000006
India,IND,2008,439.53259
India,IND,2009,441.91557700000004
India,IND,2010,479.97018141
India,IND,2011,498.6979936700001
India,IND,2012,494.84043897000004
India,IND,2013,493.9333106000001
India,IND,2014,484.2786908539735
India,IND,2015,478.83042699743066
India,IND,2016,467.79183699328325
India,IND,2017,470.29050312774643
India,IND,2018,459.93918426202066
India,IND,2019,435.9415045058646
Indonesia,IDN,1965,285.3451867219921
Indonesia,IDN,1966,278.299626556017
Indonesia,IDN,1967,299.4363070539422
Indonesia,IDN,1968,352.65441493775955
Indonesia,IDN,1969,376.9374688796676
Indonesia,IDN,1970,501.4090318118949
Indonesia,IDN,1971,523.7199723374823
Indonesia,IDN,1972,636.4264149377594
Indonesia,IDN,1973,785.5799585062248
Indonesia,IDN,1974,807.3037690179804
Indonesia,IDN,1975,766.791798063624
Indonesia,IDN,1976,885.3470529183955
Indonesia,IDN,1977,987.8129775703089
Indonesia,IDN,1978,954.8769408944218
Indonesia,IDN,1979,925.1074920931302
Indonesia,IDN,1980,919.1779347164588
Indonesia,IDN,1981,929.9591431074233
Indonesia,IDN,1982,774.3696894421392
Indonesia,IDN,1983,822.0524749654218
Indonesia,IDN,1984,870.9994934993089
Indonesia,IDN,1985,771.5318943752878
Indonesia,IDN,1986,818.399918903515
Indonesia,IDN,1987,812.0570251402999
Indonesia,IDN,1988,782.5797546430102
Indonesia,IDN,1989,833.0606903212979
Indonesia,IDN,1990,865.6618941737814
Indonesia,IDN,1991,942.0945131174389
Indonesia,IDN,1992,892.3740540072496
Indonesia,IDN,1993,893.7774584636966
Indonesia,IDN,1994,894.8167123312828
Indonesia,IDN,1995,889.1665644981804
Indonesia,IDN,1996,892.3267519068061
Indonesia,IDN,1997,880.5205351548469
Indonesia,IDN,1998,862.9520529582203
Indonesia,IDN,1999,797.8668013111877
Indonesia,IDN,2000,835.1532960255806
Indonesia,IDN,2001,792.8738390163419
Indonesia,IDN,2002,736.512846687595
Indonesia,IDN,2003,670.4388671411091
Indonesia,IDN,2004,646.0476448098509
Indonesia,IDN,2005,624.7098149166053
Indonesia,IDN,2006,584.1273646197853
Indonesia,IDN,2007,556.3171963879084
Indonesia,IDN,2008,574.8375598462931
Indonesia,IDN,2009,562.978084577775
Indonesia,IDN,2010,565.4800749798382
Indonesia,IDN,2011,538.5467983341009
Indonesia,IDN,2012,518.5684404553825
Indonesia,IDN,2013,497.089133754191
Indonesia,IDN,2014,476.4090574371608
Indonesia,IDN,2015,471.9417233813697
Indonesia,IDN,2016,497.371625517712
Indonesia,IDN,2017,476.4613592376022
Indonesia,IDN,2018,459.6636759112134
Indonesia,IDN,2019,444.01953572625433
Iran,IRN,1965,1112.5500824175824
Iran,IRN,1966,1243.163928571427
Iran,IRN,1967,1517.8028640109899
Iran,IRN,1968,1660.5339560439586
Iran,IRN,1969,1968.5372527472498
Iran,IRN,1970,2239.786362692313
Iran,IRN,1971,2659.6022047252704
Iran,IRN,1972,2950.6582909890108
Iran,IRN,1973,3435.235468516479
Iran,IRN,1974,3526.183410439563
Iran,IRN,1975,3133.934821978021
Iran,IRN,1976,3453.717008241761
Iran,IRN,1977,3321.852298076928
Iran,IRN,1978,3079.85723901099
Iran,IRN,1979,1866.442467032969
Iran,IRN,1980,862.457795604396
Iran,IRN,1981,769.4381161538458
Iran,IRN,1982,1396.6750081868124
Iran,IRN,1983,1428.564532087917
Iran,IRN,1984,1192.2871516483544
Iran,IRN,1985,1283.3832802197815
Iran,IRN,1986,1194.398763461542
Iran,IRN,1987,1357.5194181318643
Iran,IRN,1988,1365.1671016483544
Iran,IRN,1989,1672.8422023076869
Iran,IRN,1990,1893.2346002747297
Iran,IRN,1991,2027.9333241758227
Iran,IRN,1992,2043.1451085714273
Iran,IRN,1993,2143.3387087912083
Iran,IRN,1994,2151.3697989010934
Iran,IRN,1995,2156.8591589010935
Iran,IRN,1996,2170.643648351646
Iran,IRN,1997,2174.375792032969
Iran,IRN,1998,2218.85926401099
Iran,IRN,1999,2071.5052469780208
Iran,IRN,2000,2229.0666053561918
Iran,IRN,2001,2207.4317192489557
Iran,IRN,2002,2083.198183772896
Iran,IRN,2003,2350.304492008633
Iran,IRN,2004,2428.7239764345195
Iran,IRN,2005,2417.5408384799325
Iran,IRN,2006,2449.530958112196
Iran,IRN,2007,2480.164333733791
Iran,IRN,2008,2505.3980900814254
Iran,IRN,2009,2409.9597158340453
Iran,IRN,2010,2465.9384524885254
Iran,IRN,2011,2471.7043967723885
Iran,IRN,2012,2098.968387292562
Iran,IRN,2013,1973.2856458330573
Iran,IRN,2014,2024.1607395170151
Iran,IRN,2015,2096.2253581602345
Iran,IRN,2016,2513.759958135695
Iran,IRN,2017,2738.721282984802
Iran,IRN,2018,2612.9971052977585
Iran,IRN,2019,1870.4672873132852
Iraq,IRQ,1965,752.1753508771927
Iraq,IRQ,1966,797.4319028340083
Iraq,IRQ,1967,703.481592442645
Iraq,IRQ,1968,863.3791821862354
Iraq,IRQ,1969,871.3318421052627
Iraq,IRQ,1970,887.37213900135
Iraq,IRQ,1971,970.4379622132252
Iraq,IRQ,1972,842.1250040485832
Iraq,IRQ,1973,1156.0471120107964
Iraq,IRQ,1974,1131.332027935222
Iraq,IRQ,1975,1299.1065021052639
Iraq,IRQ,1976,1390.080411417009
Iraq,IRQ,1977,1348.9895182860948
Iraq,IRQ,1978,1472.1065659919075
Iraq,IRQ,1979,1996.2805538461566
Iraq,IRQ,1980,1524.3803554655885
Iraq,IRQ,1981,517.5839684210528
Iraq,IRQ,1982,564.1025558704454
Iraq,IRQ,1983,632.1402531713894
Iraq,IRQ,1984,704.0627785425102
Iraq,IRQ,1985,812.2263457894736
Iraq,IRQ,1986,1083.7975497840764
Iraq,IRQ,1987,1363.6879234952735
Iraq,IRQ,1988,1589.8122421862379
Iraq,IRQ,1989,1616.1875911605991
Iraq,IRQ,1990,1224.6495156545236
Iraq,IRQ,1991,162.15610121457507
Iraq,IRQ,1992,304.0845719028336
Iraq,IRQ,1993,259.72106582995946
Iraq,IRQ,1994,288.36445314439965
Iraq,IRQ,1995,302.6861468016197
Iraq,IRQ,1996,332.2319970040487
Iraq,IRQ,1997,664.5896482321186
Iraq,IRQ,1998,1211.6783459379208
Iraq,IRQ,1999,1491.8106738731442
Iraq,IRQ,2000,1497.8921658872018
Iraq,IRQ,2001,1440.6339805249236
Iraq,IRQ,2002,1208.0496755316676
Iraq,IRQ,2003,767.8650132044303
Iraq,IRQ,2004,1162.3727788217225
Iraq,IRQ,2005,1045.9281033319373
Iraq,IRQ,2006,1139.9895303120206
Iraq,IRQ,2007,1222.1899716047233
Iraq,IRQ,2008,1387.678951989396
Iraq,IRQ,2009,1392.5551511693807
Iraq,IRQ,2010,1405.0613923690046
Iraq,IRQ,2011,1579.3746964371303
Iraq,IRQ,2012,1759.7942009248864
Iraq,IRQ,2013,1768.1140746166589
Iraq,IRQ,2014,1846.9555901449603
Iraq,IRQ,2015,2275.0019461361585
Iraq,IRQ,2016,2530.763121438344
Iraq,IRQ,2017,2586.285005204011
Iraq,IRQ,2018,2640.1354067295792
Iraq,IRQ,2019,2723.988600931658
Italy,ITA,1965,26.49314
Italy,ITA,1966,21.515500000000003
Italy,ITA,1967,20.038490000000003
Italy,ITA,1968,18.92201
Italy,ITA,1969,18.503330000000002
Italy,ITA,1970,17.468259999999997
Italy,ITA,1971,15.735390000000004
Italy,ITA,1972,14.0723
Italy,ITA,1973,12.85115
Italy,ITA,1974,12.839520000000002
Italy,ITA,1975,14.363050000000003
Italy,ITA,1976,15.037590000000003
Italy,ITA,1977,14.49098
Italy,ITA,1978,17.31707
Italy,ITA,1979,19.968709999999998
Italy,ITA,1980,19.85241
Italy,ITA,1981,17.29381
Italy,ITA,1982,20.503690000000002
Italy,ITA,1983,26.06283
Italy,ITA,1984,26.434990000000003
Italy,ITA,1985,27.725920000000002
Italy,ITA,1986,29.749540000000007
Italy,ITA,1987,45.764050000000005
Italy,ITA,1988,56.254310000000004
Italy,ITA,1989,53.544520000000006
Italy,ITA,1990,54.28884000000001
Italy,ITA,1991,50.38116
Italy,ITA,1992,52.346630000000005
Italy,ITA,1993,53.9632
Italy,ITA,1994,56.92885
Italy,ITA,1995,60.894680000000015
Italy,ITA,1996,63.40676000000001
Italy,ITA,1997,69.17524
Italy,ITA,1998,65.38386000000001
Italy,ITA,1999,58.32445
Italy,ITA,2000,53.33518000000001
Italy,ITA,2001,48.00864000000001
Italy,ITA,2002,64.32553000000001
Italy,ITA,2003,64.77910000000001
Italy,ITA,2004,63.60447
Italy,ITA,2005,71.07093000000002
Italy,ITA,2006,67.09347000000001
Italy,ITA,2007,68.15888996201001
Italy,ITA,2008,60.89451410968
Italy,ITA,2009,53.17560645635001
Italy,ITA,2010,59.385019705400005
Italy,ITA,2011,61.7200198135
Italy,ITA,2012,62.76458704595001
Italy,ITA,2013,63.98580858208001
Italy,ITA,2014,67.04888567394
Italy,ITA,2015,63.61848870896001
Italy,ITA,2016,43.723182896080004
Italy,ITA,2017,48.243529714400005
Italy,ITA,2018,54.477233207000005
Italy,ITA,2019,49.7597424673
Kazakhstan,KAZ,1985,263.5358
Kazakhstan,KAZ,1986,270.8627
Kazakhstan,KAZ,1987,279.8178
Kazakhstan,KAZ,1988,290.2848
Kazakhstan,KAZ,1989,295.402
Kazakhstan,KAZ,1990,300.05400000000003
Kazakhstan,KAZ,1991,309.35800000000006
Kazakhstan,KAZ,1992,300.05400000000003
Kazakhstan,KAZ,1993,267.49
Kazakhstan,KAZ,1994,236.22856000000002
Kazakhstan,KAZ,1995,239.96179000000004
Kazakhstan,KAZ,1996,267.03643
Kazakhstan,KAZ,1997,299.80977
Kazakhstan,KAZ,1998,301.74035000000003
Kazakhstan,KAZ,1999,350.42353
Kazakhstan,KAZ,2000,410.73671
Kazakhstan,KAZ,2001,466.25833000000006
Kazakhstan,KAZ,2002,549.7617300000001
Kazakhstan,KAZ,2003,598.343729
Kazakhstan,KAZ,2004,692.0012562349201
Kazakhstan,KAZ,2005,715.1658932961176
Kazakhstan,KAZ,2006,756.7132045281859
Kazakhstan,KAZ,2007,781.3115943158591
Kazakhstan,KAZ,2008,822.5590604746659
Kazakhstan,KAZ,2009,889.6325138135561
Kazakhstan,KAZ,2010,926.7770657159467
Kazakhstan,KAZ,2011,931.144924841632
Kazakhstan,KAZ,2012,922.0193222559773
Kazakhstan,KAZ,2013,957.2458945580178
Kazakhstan,KAZ,2014,943.298999580171
Kazakhstan,KAZ,2015,932.4237516314987
Kazakhstan,KAZ,2016,914.0000426165828
Kazakhstan,KAZ,2017,1011.578883150253
Kazakhstan,KAZ,2018,1060.8477673611014
Kazakhstan,KAZ,2019,1063.2466136698888
Kuwait,KWT,1965,1384.1021386525142
Kuwait,KWT,1966,1460.221749756821
Kuwait,KWT,1967,1469.9429554303272
Kuwait,KWT,1968,1548.2808963989742
Kuwait,KWT,1969,1638.7596207366744
Kuwait,KWT,1970,1765.4215977600452
Kuwait,KWT,1971,1890.4505977225253
Kuwait,KWT,1972,1946.271571182672
Kuwait,KWT,1973,1788.6991018656822
Kuwait,KWT,1974,1510.393090835468
Kuwait,KWT,1975,1236.8493112586698
Kuwait,KWT,1976,1278.2629831598763
Kuwait,KWT,1977,1172.06831766885
Kuwait,KWT,1978,1265.1078067089404
Kuwait,KWT,1979,1507.4765879980046
Kuwait,KWT,1980,1009.8750000034206
Kuwait,KWT,1981,681.7961500047496
Kuwait,KWT,1982,496.1857011736483
Kuwait,KWT,1983,639.714529541655
Kuwait,KWT,1984,706.2559830886291
Kuwait,KWT,1985,645.3428082179155
Kuwait,KWT,1986,690.7674830630755
Kuwait,KWT,1987,606.0975660017103
Kuwait,KWT,1988,733.2275452949561
Kuwait,KWT,1989,795.6162963845355
Kuwait,KWT,1990,544.246664573478
Kuwait,KWT,1991,107.19351611142775
Kuwait,KWT,1992,627.5028643773156
Kuwait,KWT,1993,1123.248368338558
Kuwait,KWT,1994,1202.0442698062122
Kuwait,KWT,1995,1219.8584220475873
Kuwait,KWT,1996,1222.6141941310939
Kuwait,KWT,1997,1222.4785808406991
